Name,Historical Significance,Marital Status,Sex,Birthdate,Deathdate,Date of Appraisal ,Appraiser 1,Appraiser 2,Appraiser 3,Notary,Inventory Purpose,Religion,Nationality,Number of Items,Montias INVNO,Montias INVNO 2,Number of Paintings,Portraits,Rembrandt,Mythology,Still Life,Tapestry,Rariteiten,Textiles,Rubens
Matias Rodrigues Cardoso,Merchant,,Male,,,,,,,,,,,,,,,,,,,,,,
David Abeniacar,Merchant,,Male,,,,,,,,,,,,,,,,,,,,,,
Samuel Kooren I,Manufacturer,M,Male,1595,1637,1637/11/09,Aeltgen Claes,Engel Jacobs,,Daniel Jansz. Van Beuningen,Auction,,Dutch,54,Y,645,51,Y,,,,,,,
Charles Gillisz. Cooren,,,Male,,,,,,,,,,,,Y,685,,,,,,,,,
David Buys,,,Male,,,,,,,,,,,,,,,,,,,,,,
Susanna Cornelis (Cocquels),,M,Female,1590,,1637/11/09,Aeltgen Claes,Engel Jacobs,,Daniel Jansz. Van Beuningen,Auction,,German,54,Y,645,51,Y,,,,,,,
Cornelis (Ariaensz.) Roo,,,Male,,,,,,,,,,,,,,,,,,,,,,
Samuel Kooren II,,,Male,1622,1632,,,,,,,,,,,,,,,,,,,,
Anna Anselmes,,,Female,,,,,,,,,,,,,,,,,,,,,,
Catelijn Kooren,,,Female,1623,,,,,,,,,,,,,,,,,,,,,
Catelijn Gout,,,Female,,,,,,,,,,,,,,,,,,,,,,
Samuel Kooren III,,,Male,1631,,,,,,,,,,,,,,,,,,,,,
James Zant,,,Male,,,,,,,,,,,,,,,,,,,,,,
Philips Vinson,,,Male,,,,,,,,,,,,,,,,,,,,,,
Daniel van Haringhoeck,Merchant,M,Male,,1637,1638/01/20,,,,Daniel Jansz. Van Beuningen,Auction,Reformed,,20,Y,648,18,,,,Y,,,,
Elisabeth Bennincx,,M,Female,,,1638/01/20,,,,Daniel Jansz. Van Beuningen,Auction,Reformed,,20,Y,648,18,,,,Y,,,,
Jonas Cabbeliau,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jan Luijtens,,,Male,,,,,,,,,,,,,,,,,,,,,,
Marinus Huybrechts,,,Male,,,,,,,,,,,,,,,,,,,,,,
Adriaen Huybrechts,,,Male,,,,,,,,,,,,,,,,,,,,,,
Pieter van der Voorde,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jan van Haringhoeck,,,Male,,,,,,,,,,,,,,,,,,,,,,
Pieter Jacobsz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Maria van Haringhoeck,,,Female,,,,,,,,,,,,,,,,,,,,,,
Gerard van Santen,,,Male,,,,,,,,,,,,,,,,,,,,,,
Thomas Cave,Merchant,,Male,,,,,,,,,,,,,,,,,,,,,,
Daniel van Haringhoeck II,,,Male,,,,,,,,,,,,,,,,,,,,,,
Maria van Haringhoeck II,,,Female,,,,,,,,,,,,,,,,,,,,,,
Gerrit Blankevoort,,,Male,,,,,,,,,,,,,,,,,,,,,,
Abigael van Haringhoeck,,,Female,,,,,,,,,,,,,,,,,,,,,,
Jan Braems,,,Male,,,,,,,,,,,,,,,,,,,,,,
Samuel Monio,Can Maker,,Male,,,,,,,,,,,,,,,,,,,,,,
Jacob Ras,,,Male,,,,,,,,,,,,,,,,,,,,,,
Eduart de Man,,,Male,,,,,,,,,,,,,,,,,,,,,,
Symen Thonisz.,Illuminator,M,Male,,,1635/01/09,,,,Daniel Jansz. Van Beuningen,Auction,,,13,Y,653,10,Y,,Y,Y,,,,
Anne Jans,,M,Female,,,1635/01/09,,,,Daniel Jansz. Van Beuningen,Auction,,,13,Y,653,10,Y,,Y,Y,,,,
Pieter Mercijs,Merchant,,Male,1581,1624,1625/02/17,,,,Unknown,Auction,,Dutch,15,Y,578,15,,,Y,Y,,,,
Jacques Mercijs I,,,Male,,,,,,,,,,,,,,,,,,,,,,
Isaack Florianus,Merchant,,Male,,,,,,,,,,,,,,,,,,,,,,
Pieter van de Venne I,,M,Male,1565,1617,,,,,,,,Flemish,,,,,,,,,,,,
Marcus Jacobs,,,Male,,,,,,,,,,Flemish,,,,,,,,,,,,
Clara van de Venne,,,Female,1602,,,,,,,,,,,,,,,,,,,,,
Christiaen Anthonisz. ,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jan Cock,,,Male,,,,,,,,,,,,,,,,,,,,,,
Grietgen van de Venne,,,Female,,,,,,,,,,,,,,,,,,,,,,
Maria van de Venne,,,Female,1610,,,,,,,,,,,,,,,,,,,,,
Pieter de Kolenaer,,,Male,,,,,,,,,,,,,,,,,,,,,,
Agnieta Pels,,,Female,,,,,,,,,,,,,,,,,,,,,,
Marya Rogiers,,,Female,,,,,,,,,,,,,,,,,,,,,,
Pieter van de Venne III,,,Male,1623,,,,,,,,,,,,,,,,,,,Y,,
Maria de Carpentier,,,Female,,,,,,,,,,,,,,,,,,,,,,
Catarina van de Venne,,,Female,,,,,,,,,,,,,,,,,,,,,,
Francoijs van de Venne,,,Male,,,,,,,,,,,,,,,,,,,,,,
Hans van de Venne,,,Male,,,,,,,,,,,,,,,,,,,,,,
Johannes de Meerwaert,Predicant,,Male,,,,,,,,,,,,,,,,,,,,,,
Alexander van der Graeff,,,Male,,,,,,,,,,,,,,,,,,,,,,
Guilliaem van der Graeff,,,Male,,,,,,,,,,,,,,,,,,,,,,
Susanna van de Venne,,,Female,,,,,,,,,,,,,,,,,,,,,,
Clara van Haersbergen,,W,Female,1571,1623,1623/07/31,,,,Gerrit Jacobsz. Haringh,Goods,,Flemish,6,Y,1074,6,,,,Y,,,,
Lucas van Venne,Merchant,,Male,1573,,,,,,,,,Flemish,,,27635,,,,,,,,,
Alexander van der Hoeve,Goldsmith,,Male,,,,,,,,,,,,,,,,,,,,,,
Lucas van der Wal,,,Male,,,,,,,,,,,,,,,,,,,,,,
Pieter Pels,Sugar Refiner,,Male,,,,,,,,,,Flemish,,,,,,,,,,,,
Hans Pels,Sugar Refiner,,Male,,1626,,,,,,,,Flemish,,,,,,,,,,,,
Hans Verbiest,Sugar Refiner,,Male,,,,,,,,,,,,,,,,,,,,,,
Gillis van Schendel,,,Male,1603,,,,,,,,,,,,,,,,,,,,,
Abraham van der Straten,Merchant,,Male,1617,,,,,,,,,,,,,,,,,,,,,
Dionys Bailly,,,Male,,,,,,,,,,,,,,,,,,,,,,
Bartholomeus Bisschop,,,Male,,,,,,,,,,,,,,,,,,,,,,
Margareta de Vogelaer,,,Female,1596,,,,,,,,,,,,,,,,,,,,,
Johanna van Beringen,,,Female,,,,,,,,,,,,,,,,,,,,,,
Catharina van Beringen,,,Female,,,,,,,,,,,,,,,,,,,,,,
Gerrit Elias,,,Male,,,,,,,,,,,,Y,130,,,,,,,,,
Marcus van Uffelen,,,Male,,,,,,,,,,,,,,,,,,,,,,
Bartholomeus van de Helst,Artist,,Male,,,,,,,,,,,,,,,,,,,,,,
Jan de Carpetier,,,Male,,,,,,,,,,,,,,,,,,,,,,
Ernst Klenck,,,Male,,,,,,,,,,,,,,,,,,,,,,
Cornelia Merchijs,,,Female,1614,1694,,,,,,,,,,,,,,,,,,,,
Joannes Rijckaert,,,Male,1609,1679,,,,,,,,,,,,,,,,,,,,
Susanna Rijckaert,,,Female,,,,,,,,,,,,,,,,,,,,,,
Willem Selijns II,Merchant,M,Male,1596,1629,1629/11/12,,,,Jacob Westfrisius,Death,Reformed,Dutch,21,Y,1197,14,,,Y,Y,,,,
Susanna van Couwenbergh,,M,Female,1599,1629,1629/11/12,,,,Jacob Westfrisius,Death,Reformed,Dutch ,21,Y,1197,14,,,Y,Y,,,,
Willem Selijns I,,,Male,,,,,,,,,,,,Y,956,,,,,,,,,
Jan Selijns I,,,Male,,,,,,,,,,,,,,,,,,,,,,
Apollonia Sprenckhuysen,,,Female,,,,,,,,,,,,,,,,,,,,,,
Andries Rijckaert,Spice Dealer,,Male,,,,,,,,,,,,,,,,,,,,,,
Susanna Metsu,,,Female,,,,,,,,,,,,,,,,,,,,,,
Apollonia Seulijns,,,Female,,,,,,,,,,,,,,,,,,,,,,
Johannes Seulijns,,,Male,,,,,,,,,,,,,,,,,,,,,,
Hendrick Selijns,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jan Jansz. Selijns,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jan Hendricksz. Selijns,,,Male,,,,,,,,,,,,,,,,,,,,,,
Joost van den Bogaert,,,Male,,1639,,,,,,,,,,,,,,,,,,,,
Stijntje Selijns,,,Female,,,,,,,,,,,,,,,,,,,,,,
Susanna Merchijs,,,Female,,,,,,,,,,,,,,,,,,,,,,
Govert Thonisz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Marij Jans,,,Female,,,,,,,,,,,,,,,,,,,,,,
Elisabeth Thonisz.,,,Female,,,,,,,,,,,,,,,,,,,,,,
Ester Jans,,,Female,,,,,,,,,,,,,,,,,,,,,,
Pieter Thonisz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Hendrick Theunisz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Lysbeth Jans,,,Female,,,,,,,,,,,,,,,,,,,,,,
Jan Maes,Merchant,M,Male,1582,1636,1636/02/06,,,,Daniel Jansz. Van Beuningen,Auction,,Dutch,14,Y,744,11,,,,,,,,
Trijntie Pieters,,M,Female,1587,,1636/02/06,,,,Daniel Jansz. Van Beuningen,Auction,,Frisian,14,Y,744,11,,,,,,,,
Maritgen Gerrits,,,Female,,,,,,,,,,,,,,,,,,,,,,
Dirck Maes I,,,Male,,,,,,,,,,,,,,,,,,,,,,
Dirck Maes ,,,Male,,,,,,,,,,,,,,,,,,,,,,
Pieter Maes,,,Male,,,,,,,,,,,,,,,,,,,,,,
Gerrit Maes,,,Male,,,,,,,,,,,,,,,,,,,,,,
Coren Maes,,,Male,,,,,,,,,,,,,,,,,,,,,,
Styntgen Livens,,,Female,,,1635/03/08,,,,Daniel Jansz. Van Beuningen,Auction,,Dutch,5,Y,745,5,,,,Y,,,,
Hendrick van Marcken,Lawyer,M,Male,,1634,1635/04/13,,,,Gerrit Jacobsz. Haringh,Auction,,Dutch,15,Y,746,15,Y,,Y,Y,,,,
Maritgen Everts de Swart,,M,Female,,,,,,,,,,,,,,,,,,,,,,
Reynst. Pietersz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Dirck Barentsz.,Artist,,Male,,,,,,,,,,,,,,,,,,,,,,
Frans van Marcken,Sheriff,,Male,,,,,,,,,,,,,,,,,,,,,,
Maritgen van Marcken,,,Female,,,,,,,,,,,,,,,,,,,,,,
Andries Mombers,,,Male,,,,,,,,,,,,,,,,,,,,,,
Pieter Cornelisz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Aeltgen van Marcken,,,Female,,,,,,,,,,,,,,,,,,,,,,
Barent Gerritsz. Bernardyns,,,Male,,1629,,,,,,,,,,,,,,,,,,,,
Jan Garbrantsz.,Carpenter ,,Male,,,,,,,,,,,,,,,,,,,,,,
Anna Claes,,,Female,,,,,,,,,,,,,,,,,,,,,,
Reijner Paeuw,,,Male,,,,,,,,,,,,,,,,,,,,,,
Frederick Harmensz. Dickstein,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jan Pauw,,,Male,,,,,,,,,,,,,,,,,,,,,,
Hugo van Groenewegen,,,Male,,,,,,,,,,,,,,,,,,,,,,
Cornelis Ketel II,Artist,,Male,,,,,,,,,,,,,,,,,,,,,,
Jan Basse,Artist,M,Male,1568,1636,1637/03/09,,,,Daniel Jansz. Van Beuningen,Auction,,French,2618,Y,832,456,Y,,Y,Y,,Y,Y,
Daniel Mijtens,Artist,,Male,,,,,,,,,,,,,,,,,,,,,,
Thomas Howard,Earl of Arundel,,Male,,,,,,,,,,,,,,,,,,,,,,
Guillaum Basse I,,,Male,,,,,,,,,,,,,,,,,,,,,,
Cornelia Kief,,M,Female,,,,,,,,,,,,,,,,,,,,,,
Anna van Liesveld,,,Female,,,,,,,,,,,,,,,,,,,,,,
Henrij Basse,,,Male,,,,,,,,,,,,,,,,,,,,,,
Diricq Kif,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jenne Derondeau,,,Female,,,,,,,,,,,,,,,,,,,,,,
Israel Jerbier,,,Male,,,,,,,,,,,,,,,,,,,,,,
Pieter Jacobsz. Indische Raven de oude,,,Male,,1625,,,,,,,,,,,,,,,,,,,,
Pieter Jacobsz. Indische Raven II,,,Male,,,,,,,,,,,,,,,,,,,,,,
Marcus Jansz.,Baker,,Male,,,,,,,,,,,,,,,,,,,,,,
Willem Basse,,,Male,,,,,,,,,,,,,,,,,,,,,,
Hendrikje Basse,,,Female,,,,,,,,,,,,,,,,,,,,,,
Jannetege Andries,,,Female,,,,,,,,,,,,,,,,,,,,,,
Jan Basse II,,,Male,,,,,,,,,,,,,,,,,,,,,,
Cornelia Basse,,,Female,,,,,,,,,,,,,,,,,,,,,,
Catherine Kif,,,Male,,,,,,,,,,,,,,,,,,,,,,
Arent Jansz.,Carpenter ,M,Male,,,1636/08/04,,,,Daniel Jansz. Van Beuningen,Auction,,,14,Y,836,14,,,,Y,,,,
Annetge Harmans,,M,Female,,,1636/08/04,,,,Daniel Jansz. Van Beuningen,Auction,,,14,Y,836,14,,,,Y,,,,
Marten Elbertsz. Oom,Carpenter,,Male,,,,,,,,,,,,,,,,,,,,,,
Herman Doomer,Artist,,Male,1595,1650,,,,,,,,,,,,,,,,,,,,
Cornelis Theunisz.,Carpenter,,Male,,,,,,,,,,,,,,,,,,,,,,
Symon Hendricksz.,Carpenter,,Male,,,,,,,,,,,,,,,,,,,,,,
Jan Willemsz. Bos,,,Male,,,,,,,,,,,,,,,,,,,,,,
Benijamijn Jacobsz.,,M,Male,,,1637/01/27,,,,Daniel Jansz. Van Beuningen,Auction,,,24,Y,837,22,Y,,,Y,,,,
Lysbeth Pieroots,,M,Female,,,1637/01/27,,,,Daniel Jansz. Van Beuningen,Auction,,,24,Y,837,22,Y,,,Y,,,,
Adriaen Braems,Orphan Chamber,,Male,,,,,,,,,,,,,,,,,,,,,,
Pieter Jansz. Van Loo,Tax Collector,,Male,1635,,1635/05/26,,,,Daniel Jansz. Van Beuningen,Auction,,,4,Y,920,4,,,,,,,,
Sara Ijsacx,,,Female,,,,,,,,,,,,,,,,,,,,,,
Abraham Jansz. Van Loo,,,Male,,,,,,,,,,,,,,,,,,,,,,
Reynier Ranson,,,Male,,,,,,,,,,,,,,,,,,,,,,
Sara van Loo,,,Female,,,,,,,,,,,,,,,,,,,,,,
Hester van Loo,,,Female,1621,,,,,,,,,,,,,,,,,,,,,
Lysbeth van Loo,,,Female,1625,,,,,,,,,,,,,,,,,,,,,
Lisbeth Ridders,,,Female,,,,,,,,,,,,,,,,,,,,,,
Harmen Jacobsz. Van Doornick,,,Male,,,,,,,,,,,,,,,,,,,,,,
Claes van Loo,,,Male,,,,,,,,,,,,,,,,,,,,,,
Hendrick Teunisz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Mary Jans,,,Female,,,,,,,,,,,,,,,,,,,,,,
Ytge Gerrits,,,Female,,,,,,,,,,,,,,,,,,,,,,
Hendrick Claesz.,Manufacturer,M,Male,1579,,1635/04/20,,,,Daniel Jansz. Van Beuningen,Auction,Roman Catholic ,,16,Y,919,15,,,Y,Y,,,,
Jacobge Jacobs,,M,Female,,,1635/04/20,,,,Daniel Jansz. Van Beuningen,Auction,Roman Catholic ,,16,Y,919,15,,,Y,Y,,,,
Willem Hendricksz.,Manufacturer,,Male,1591,1634,1634/05/16,,,,Jan Warnaerts,Insolvency,Roman Catholic ,Dutch,33,Y,1245,28,Y,,Y,Y,,,,
Dirck Pietersz. Bontepaeert (Santvoort),,,Male,,,,,,,,,,,,,,,,,,,,,,
Truijtje Hermans,,,Female,,,,,,,,,,,,,,,,,,,,,,
Dirck Claesz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Trijntgen Baltes,,,Female,,,1635/07/26,,,,Daniel Jansz. Van Beuningen,Auction,,,22,Y,921,20,Y,,,Y,,,,
Aeltge Hendricx,,,Female,,,1635/08/02,,,,Daniel Jansz. Van Beuningen,Auction,,,10,Y,922,8,,,,,,,,
Aeltge Jacobs,,,Female,,,1635/09/18,,,,Daniel Jansz. Van Beuningen,Auction,,,13,Y,923,13,,,,,,,,
Jannitge Lucas,,W,Female,,,1636/06/23,,,,Daniel Jansz. Van Beuningen,Auction,,,11,Y,924,2,,,,,,,,
Pieter Appelman,Manufacturer,M,Male,1600,1628,,,,,,,,,,,,,,,,,,,,
Jan Lucasz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Sybrandt Melchiorsz. Appelman,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jan Geurtsz. ,,,Male,,,,,,,,,,,,,,,,,,,,,,
Barent Harmansz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Adriaen van den Bogaert,,,Male,,,,,,,,,,,,,,,,,,,,,,
Thomas Lourisz.,,M,Male,,,1630/01/15,,,,Unknown,Auction,,Dutch,7,Y,937,7,,,,,,,,
Hendrick Lensen,,,Male,,,,,,,,,,,,,,,,,,,,,,
Joris Dijkman,Cantor,,Male,,,,,,,,,,,,,,,,,,,,,,
Giertgen Dircx van Nieuhoff,,M,Female,,,,,,,,,,,,,,,,,,,,,,
Jan Lens,Wine Dealer,,Male,,,,,,,,,,,,,,,,,,,,,,
Annetge Simons Roch,,,Female,,,,,,,,,,,,,,,,,,,,,,
Nicolaes Balestel,Merchant,,Male,1577,1650,,,,,,,,Flemish,5,Y,36475,2,,,,,,,,
Christina Wolphaerts van Diemen,,,Female,1583,,,,,,,,,,,,,,,,,,,,,
Nicolaes Balestel (de oude),,,Male,,1627,,,,,,,,Flemish,,,,,,,,,,,,
Gerard Wolphaertsz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Anna Gabri,,,Female,,,,,,,,,,,,,,,,,,,,,,
Isabelle (Isabeau) Payen,,,Female,,,,,,,,,,,,,,,,,,,,,,
Sara Wolphaertsz. Van Diemen,,,Female,,,,,,,,,,,,,,,,,,,,,,
Nicolaes Hasselaer,,,Male,,,,,,,,,,,,,,,,,,,,,,
Anna Burgh,,,Female,,,,,,,,,,,,,,,,,,,,,,
Coenradt Burgh,Burgomaster,,Male,,,,,,,,,,,,,,,,,,,,,,
Theodorus Tulp,,,Male,,,,,,,,,,,,,,,,,,,,,,
Nicolaes Tulp,Doctor,,Male,,,,,,,,,,,,,,,,,,,,,,
Antoine Balestel,,,Male,,,,,,,,,,Flemish,,,,,,,,,,,,
Jenne Balestel,,,Female,,,,,,,,,,,,,,,,,,,,,,
Jean Gilles,,,Male,,,,,,,,,,,,,,,,,,,,,,
Brise Gilles,,,Male,,,,,,,,,,Flemish,,,,,,,,,,,,
Samuel Chavatte II,,,Male,1620,,,,,,,,,,,,,,,,,,,,,
Samuel Chavatte I ,,,Male,,,,,,,,,,,,,,,,,,,,,,
Maria Chavatte,,,Female,1620,,,,,,,,,,,,,,,,,,,,,
Isack Bevelot,Regent,,Male,,,,,,,,,,,,,,,,,,,,,,
Dirck Wuytiers,Regent,,Male,,,,,,,,,,,,,,,,,,,,,,
Jacob Servaes,Regent,,Male,,,,,,,,,,,,,,,,,,,,,,
Dirck Hallelaer,Regent,,Male,,,,,,,,,,,,,,,,,,,,,,
Meyndert Jansz.,,M,Male,,,1630/01/16,,,,Unknown,Auction,,,4,Y,938,4,,,,,,,,
Aefge Roeloffsz.,,M,Female,,,1630/01/16,,,,Unknown,Auction,,,4,Y,938,4,,,,,,,,
Jan Roeloff,,,Male,,,,,,,,,,,,,,,,,,,,,,
Juriaen Roeloff,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jan Wesselsz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Harmen Roeloffsz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Pieter Evertsz. ,,,Male,,,,,,,,,,,,,,,,,,,,,,
Vroutgen Hendricks,,,Female,,,,,,,,,,,,,,,,,,,,,,
Femmetge Teunis,,W,Female,,,1630/02/25,,,,Gerrit Jacobsz. Haringh,Auction,,,7,Y,940,7,Y,,,,,,,
Pieter de Bitter,,,Male,,,,,,,,,,,,,,,,,,,,,,
Maritge Teunis,,,Female,,,,,,,,,,,,,,,,,,,,,,
Barent Thonisz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Rupert Jansz. (van Dorssen),,,Male,,,,,,,,,,,,,,,,,,,,,,
Jurriaen Fredericxsz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jan Jansz. Carel de jonge,,,Male,,,,,,,,,,,,,,,,,,,,,,
Pieter Cocques,,,Male,,,,,,,,,,,,,,,,,,,,,,
David Rutgers,Merchant,,Male,,,,,,,,,,,,,,,,,,,,,,
Rutger Rutsz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Willem de Coster,,,Male,,,1630/02/23,,,,Unknown,Auction,,,3,Y,941,3,,,,,,,,
Arent Gerritsz.,,M,Male,,,1630/03/01,,,,Unknown,Auction,,Dutch,42,Y,942,25,,,,,,,,
Marij Cornelis,,M,Female,,,1630/03/01,,,,Unknown,Auction,,Dutch,42,Y,942,25,,,,,,,,
Leendert Cornelisz.,Lumber Dealer,,Male,,,,,,,,,,,,,,,,,,,,,,
Claes Jansz. Van Soest,,,Male,,,,,,,,,,,,,,,,,,,,,,
Junnepgen Melis,,,Female,,,1635/03/23,,,,Daniel Jansz. Van Beuningen,Auction,,,10,Y,943,10,Y,,,,,,,
Pieter Jansz. Blaeuwenhelm,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jan Jansz. Blaeuwenhaen,,,Male,,,,,,,,,,,,,,,,,,,,,,
Pieter Jansz. Blaeuwenhelm II,,,Male,,,,,,,,,,,,,,,,,,,,,,
Maghtelda Blaeuwenhaen,,W,Female,,,1666/03/26,,,,N. Kruijs,Death,Calvinist ,,40,Y,239,39,Y,,,Y,,,,
Maritge Blaeuwenhaen,,,Female,,,,,,,,,,,,,,,,,,,,,,
Reijckel van Beringe,,,Male,,,1635/03/26,,,,Daniel Jansz. Van Beuningen,Auction,,,5,Y,944,5,,,,,,,,
Abraham van Eijnthoven,,M,Male,,,1635/12/12,,,,Daniel Jansz. Van Beuningen,Auction,,Dutch,19,Y,945,17,Y,,,Y,,,,
Guillaume van Eyndhoven,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jannetje Willems,,,Female,,,,,,,,,,,,,,,,,,,,,,
Tryntje Willems,,,Female,,,,,,,,,,,,,,,,,,,,,,
Willeges Willems,,,Female,,,,,,,,,,,,,,,,,,,,,,
Willem van Eijndhoven,,,Male,,,,,,,,,,,,,,,,,,,,,,
Hessel Gerritsz.,Artist,,Male,,,,,,,,,,,,,,,,,,,,,,
Abraham van Eijndhoven II,,,Male,,,,,,,,,,,,,,,,,,,,,,
Sara van Eijndhoven [nee Corput],,,Female,,,,,,,,,,,,,,,,,,,,,,
Abrahah van Einthoven II,,,Male,,,,,,,,,,,,,,,,,,,,,,
Isaack van Eijnthoven,,,Male,,,,,,,,,,,,,,,,,,,,,,
Alijda van Corenput,,,Female,,,,,,,,,,,,,,,,,,,,,,
Abraham Bouwensz..,Artist,,Male,,,,,,,,,,,,,,,,,,,,,,
Michiel Colijn,Book Dealer,M,Male,1584,1637,1638/03/15,,,,Daniel Jansz. Van Beuningen,Auction,Remonstrant,,29,Y,946,,,,,,,,,
Trijntje Markes (Marcus),,M,Female,,,,,,,,,,,,,,,,,,,,,,
Pieter van der Keere,Engraver,,Male,,,,,,,,,,,,,,,,,,,,,,
Cornelis Claesz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Geertje Colijn,,,Female,,,,,,,,,,,,,,,,,,,,,,
Anthonius Wedaeus,,,Male,,,,,,,,,,,,,,,,,,,,,,
Machtelt Wedaeus,,,Female,,,,,,,,,,,,,,,,,,,,,,
Klaes Kolijn,,,Male,,,,,,,,,,,,,,,,,,,,,,
Barent Jansz.,Secretary,,Male,,,,,,,,,,,,,,,,,,,,,,
Stijntje Lamberts,,,Female,,,,,,,,,,,,,,,,,,,,,,
Caterijna Jansz.,,,Female,,,,,,,,,,,,,,,,,,,,,,
Ruchus (Rochus) Pietersz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Judith Queekels,,,Female,,,,,,,,,,,,,,,,,,,,,,
Nicolaes Colijn,,,Male,,,,,,,,,,,,,,,,,,,,,,
Dirck Henricksz. Queckel,,,Male,,,,,,,,,,,,,,,,,,,,,,
Angnieta Colijn,,,Female,,,,,,,,,,,,,,,,,,,,,,
Cornelis Benning,,,Male,,,,,,,,,,,,,,,,,,,,,,
Angnietjen Colijns,,,Female,,,,,,,,,,,,,,,,,,,,,,
Trijntje Kloppenburgh,,,Female,,,,,,,,,,,,,,,,,,,,,,
Nieske Colijn,,,Female,,,,,,,,,,,,,,,,,,,,,,
Heyndrick Colyn II,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jan Colyn,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jan Colijn de Thovion III,Advocate,,Male,,,,,,,,,,,,,,,,,,,,,,
Ida Anthonis,,,Female,,,,,,,,,,,,,,,,,,,,,,
Abraham Anthonisz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Maria Diomijs,,,Female,,,,,,,,,,,,,,,,,,,,,,
Catharina Andel,,,Female,,,,,,,,,,,,,,,,,,,,,,
Jan Evertsz. Cloppenburgh,,,Male,,,,,,,,,,,,,,,,,,,,,,
Michiel Colijn II,,,Male,,,,,,,,,,,,,,,,,,,,,,
Coenradt Martensz. Wilde II,,,Male,,,1630/09/19,,,,Cornelis Hoogenboom,Transfer,,,12,Y,1168,12,,,,Y,,,,
Pieter Jacobsz. Rombouts,,,Male,,,,,,,,,,,,,,,,,,,,,,
Coenradt de Wilde de Oude ,,,Male,,,,,,,,,,,,,,,,,,,,,,
Marie de Pire,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jan du Pire,,,Male,,,,,,,,,,,,,,,,,,,,,,
Anna Gommers,,,Female,,,,,,,,,,,,,,,,,,,,,,
Pauwels van Fockenburgh II,,,Male,,,,,,,,,,,,,,,,,,,,,,
Isaac Koimans,Broker,M,Male,1581,1640,1631/07/08,,,,Pieter Carelsz.,Transfer,,German,47,Y,996,43,Y,,Y,Y,,,,
Gerard Thibault,Fencing Master,,Male,,,,,,,,,,,,,,,,,,,,,,
Wijntge Reynst,,,Female,,,,,,,,,,,,,,,,,,,,,,
Adam Bessels,,,Male,,,,,,,,,,,,,,,,,,,,,,
Margriet Bosschaert,,M,Female,,1632,1632/07/29,Aeltgen Claes,Reym Thijs,,Laurens Lamberti,Death,,,50,Y,997,44,Y,,Y,Y,Y,Y,,
Casper van Wickevoort,,M,Male,1554,1634,1632/07/29,Aeltgen Claes,Reym Thijs,,Laurens Lamberti,Death,,,50,Y,997,44,Y,,Y,Y,Y,Y,,
Reym Thijs,Appraiser ,,Male,,,,,,,,,,,,,,,,,,,,,,
Catharina Rendorp,,,Female,,1611,,,,,,,,,,,,,,,,,,,,
Abraham van Wickevoort,,,Male,,,,,,,,,,,,,,,,,,,,,,
Paulus Hendricksz. Bosschaert,,,Male,,,,,,,,,,,,,,,,,,,,,,
Abraham Andriaens,,,Male,,,,,,,,,,,,,,,,,,,,,,
Ann Bosschaert,,,Female,,,,,,,,,,,,,,,,,,,,,,
Pieter Evertsz. Hulft,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jacques Boon,,,Male,,,,,,,,,,,,,,,,,,,,,,
Maritge Sijbrants,,M,Female,,,1634/01/30,Aeltgen Claes,Annetge Hendrix,Francois Venant I,Laurens Lamberti,Death,,Flemish,26,Y,998,25,Y,,,Y,,,,
